"Date","Open","High","Low","Close","Change"
"2000.03.15",0.9684,0.9714,0.964,0.9653,-0.320
"2000.03.16",0.9651,0.974,0.9646,0.9704,0.510
"2000.03.17",0.9702,0.9732,0.9657,0.9729,0.250
"2000.03.20",0.9725,0.9746,0.9684,0.9727,-0.020
"2000.03.21",0.9729,0.974,0.9603,0.9609,-1.180
"2000.03.22",0.9607,0.9632,0.9573,0.9605,-0.040
"2000.03.23",0.9602,0.973,0.9601,0.9715,1.100
"2000.03.24",0.9714,0.9785,0.9672,0.9785,0.700
"2000.03.27",0.9774,0.979,0.9632,0.9673,-1.120
"2000.03.28",0.9673,0.9702,0.96,0.9604,-0.690
"2000.03.29",0.9605,0.961,0.9478,0.9514,-0.900
"2000.03.30",0.9514,0.9624,0.951,0.9612,0.980
"2000.03.31",0.9613,0.9632,0.9528,0.9552,-0.600
"2000.04.03",0.9562,0.9606,0.9502,0.9538,-0.140
"2000.04.04",0.9539,0.9749,0.9515,0.9618,0.800
"2000.04.05",0.9617,0.9712,0.9594,0.9607,-0.110
"2000.04.06",0.9607,0.9642,0.9565,0.9582,-0.250
"2000.04.07",0.9581,0.9609,0.9537,0.9545,-0.370
"2000.04.10",0.9548,0.963,0.9534,0.9624,0.790
"2000.04.11",0.9625,0.9649,0.9562,0.9587,-0.370
"2000.04.12",0.9588,0.9607,0.9521,0.959,0.030
"2000.04.13",0.9589,0.9602,0.9513,0.953,-0.600
"2000.04.14",0.9528,0.9632,0.951,0.9628,0.980
"2000.04.17",0.9648,0.9679,0.9516,0.9522,-1.060
"2000.04.18",0.952,0.9527,0.944,0.945,-0.720
"2000.04.19",0.9449,0.9491,0.9355,0.9404,-0.460
"2000.04.20",0.94,0.9425,0.9353,0.938,-0.240
"2000.04.21",0.9379,0.94,0.9362,0.9383,0.030
"2000.04.24",0.9382,0.9451,0.9367,0.9387,0.040
"2000.04.25",0.9389,0.9397,0.9163,0.9208,-1.790
"2000.04.26",0.921,0.9249,0.9175,0.9234,0.260
"2000.04.27",0.9236,0.9249,0.9059,0.9106,-1.280
"2000.04.28",0.9106,0.9137,0.903,0.9117,0.110
"2000.05.01",0.912,0.9174,0.9071,0.9157,0.400
"2000.05.02",0.9158,0.9175,0.9037,0.9099,-0.580
"2000.05.03",0.9097,0.9107,0.8887,0.8953,-1.460
"2000.05.04",0.8954,0.8973,0.8847,0.8911,-0.420
"2000.05.05",0.8908,0.9011,0.8903,0.8969,0.580
"2000.05.08",0.8965,0.9045,0.8914,0.8968,-0.010
"2000.05.09",0.8969,0.9093,0.8945,0.9085,1.170
"2000.05.10",0.9083,0.9132,0.9034,0.9036,-0.490
"2000.05.11",0.9035,0.911,0.8988,0.9015,-0.210
"2000.05.12",0.9018,0.9201,0.8979,0.9185,1.700
"2000.05.15",0.9179,0.919,0.9066,0.9078,-1.070
"2000.05.16",0.9067,0.9108,0.8996,0.9004,-0.740
"2000.05.17",0.9004,0.903,0.8891,0.8947,-0.570
"2000.05.18",0.8949,0.8971,0.8905,0.8943,-0.040
"2000.05.19",0.8946,0.8998,0.8844,0.897,0.270
"2000.05.22",0.8974,0.9073,0.8952,0.9025,0.550
"2000.05.23",0.9025,0.9156,0.9018,0.907,0.450
"2000.05.24",0.9069,0.913,0.9025,0.9029,-0.410
"2000.05.25",0.9027,0.9134,0.8978,0.9125,0.960
"2000.05.26",0.9127,0.9336,0.9112,0.9315,1.900
"2000.05.29",0.9328,0.9335,0.9238,0.9269,-0.460
"2000.05.30",0.9269,0.9412,0.9242,0.9293,0.240
"2000.05.31",0.9292,0.9382,0.9266,0.937,0.770
"2000.06.01",0.937,0.9379,0.9284,0.9316,-0.540
"2000.06.02",0.9318,0.9498,0.9297,0.9458,1.420
"2000.06.05",0.9457,0.9493,0.9411,0.947,0.120
"2000.06.06",0.9469,0.9599,0.9449,0.9543,0.730
"2000.06.07",0.9541,0.9627,0.953,0.9608,0.650
"2000.06.08",0.9609,0.97,0.9508,0.9546,-0.620
"2000.06.09",0.9545,0.957,0.9457,0.9533,-0.130
"2000.06.12",0.9537,0.9564,0.949,0.9537,0.040
"2000.06.13",0.9538,0.9627,0.952,0.9583,0.460
"2000.06.14",0.9583,0.9654,0.9569,0.9572,-0.110
"2000.06.15",0.9572,0.9604,0.95,0.954,-0.320
"2000.06.16",0.9542,0.966,0.9496,0.9643,1.030
"2000.06.19",0.9637,0.9693,0.9562,0.9567,-0.760
"2000.06.20",0.9566,0.9616,0.9529,0.954,-0.270
"2000.06.21",0.9542,0.9547,0.943,0.945,-0.900
"2000.06.22",0.9449,0.9475,0.9348,0.9359,-0.910
"2000.06.23",0.9358,0.9431,0.9338,0.9362,0.030
"2000.06.26",0.9362,0.9397,0.9296,0.9369,0.070
"2000.06.27",0.9369,0.9471,0.9352,0.946,0.910
"2000.06.28",0.946,0.9468,0.9398,0.9419,-0.410
"2000.06.29",0.9417,0.9537,0.9413,0.9512,0.930
"2000.06.30",0.9509,0.9603,0.9504,0.9523,0.110
"2000.07.03",0.9524,0.9547,0.9481,0.9504,-0.190
"2000.07.04",0.9505,0.9525,0.9463,0.9508,0.040
"2000.07.05",0.9509,0.9573,0.9508,0.9529,0.210
"2000.07.06",0.9528,0.9599,0.9498,0.9507,-0.220
"2000.07.07",0.9506,0.9528,0.9458,0.9479,-0.280
"2000.07.10",0.9485,0.9556,0.9477,0.9549,0.700
"2000.07.11",0.9549,0.9566,0.949,0.952,-0.290
"2000.07.12",0.952,0.953,0.9391,0.9415,-1.050
"2000.07.13",0.9416,0.9431,0.9327,0.9368,-0.470
"2000.07.14",0.9371,0.9398,0.9317,0.9383,0.150
"2000.07.17",0.9384,0.9401,0.9338,0.9365,-0.180
"2000.07.18",0.9364,0.9367,0.9228,0.9252,-1.130
"2000.07.19",0.925,0.9263,0.9192,0.9246,-0.060
"2000.07.20",0.9244,0.9345,0.9201,0.9335,0.890
"2000.07.21",0.9334,0.9382,0.9312,0.9362,0.270
"2000.07.24",0.9364,0.9378,0.9309,0.9337,-0.250
"2000.07.25",0.9337,0.9431,0.9317,0.9381,0.440
"2000.07.26",0.9381,0.945,0.9378,0.9435,0.540
"2000.07.27",0.9436,0.9444,0.9315,0.9318,-1.170
"2000.07.28",0.9318,0.9336,0.9221,0.9225,-0.930
"2000.07.31",0.9238,0.9294,0.9219,0.9266,0.410
"2000.08.01",0.9267,0.9293,0.913,0.9144,-1.220
"2000.08.02",0.9147,0.9192,0.9113,0.9134,-0.100
"2000.08.03",0.9138,0.9176,0.8998,0.9068,-0.660
"2000.08.04",0.9066,0.9101,0.9011,0.9081,0.130
"2000.08.07",0.9073,0.9112,0.9052,0.9077,-0.040
"2000.08.08",0.9075,0.909,0.8984,0.9026,-0.510
"2000.08.09",0.9026,0.9034,0.8963,0.9009,-0.170
"2000.08.10",0.901,0.9098,0.9003,0.9078,0.690
"2000.08.11",0.9079,0.914,0.9024,0.9036,-0.420
"2000.08.14",0.9039,0.9071,0.9,0.9058,0.220
"2000.08.15",0.9058,0.9141,0.9055,0.9127,0.690
"2000.08.16",0.9127,0.9178,0.9062,0.9159,0.320
"2000.08.17",0.9162,0.9175,0.9115,0.9165,0.060
"2000.08.18",0.9163,0.9184,0.9057,0.9068,-0.970
"2000.08.21",0.907,0.9079,0.9008,0.9022,-0.460
"2000.08.22",0.9023,0.9038,0.8945,0.8972,-0.500
"2000.08.23",0.8971,0.9027,0.8909,0.9024,0.520
"2000.08.24",0.9026,0.9052,0.8992,0.9021,-0.030
"2000.08.25",0.9018,0.9073,0.8974,0.9022,0.010
"2000.08.28",0.9024,0.9045,0.8986,0.9,-0.220
"2000.08.29",0.9002,0.9023,0.8913,0.8925,-0.750
"2000.08.30",0.8926,0.8957,0.8867,0.8951,0.260
"2000.08.31",0.8952,0.8971,0.8841,0.8886,-0.650
"2000.09.01",0.8886,0.9017,0.8875,0.9003,1.170
"2000.09.04",0.9002,0.904,0.8964,0.8976,-0.270
"2000.09.05",0.8977,0.8992,0.8849,0.8898,-0.780
"2000.09.06",0.8897,0.89,0.8685,0.8714,-1.840
"2000.09.07",0.8715,0.8763,0.8635,0.8723,0.090
"2000.09.08",0.8723,0.8748,0.864,0.8665,-0.580
"2000.09.11",0.8641,0.8725,0.8565,0.8586,-0.790
"2000.09.12",0.8584,0.869,0.8543,0.8635,0.490
"2000.09.13",0.8636,0.8705,0.8579,0.8602,-0.330
"2000.09.14",0.8599,0.8719,0.8561,0.8644,0.420
"2000.09.15",0.8644,0.8699,0.8522,0.8522,-1.220
"2000.09.18",0.8521,0.8575,0.8512,0.8546,0.240
"2000.09.19",0.8547,0.8565,0.8476,0.8514,-0.320
"2000.09.20",0.8515,0.8525,0.8439,0.8491,-0.230
"2000.09.21",0.849,0.8619,0.8459,0.8607,1.160
"2000.09.22",0.8608,0.9008,0.8573,0.8765,1.580
"2000.09.25",0.8797,0.8829,0.8712,0.8744,-0.210
"2000.09.26",0.8745,0.8839,0.8727,0.8832,0.880
"2000.09.27",0.883,0.8886,0.8783,0.8834,0.020
"2000.09.28",0.8835,0.8865,0.8771,0.8791,-0.430
"2000.09.29",0.8794,0.8849,0.8748,0.8842,0.510
"2000.10.02",0.8841,0.8858,0.8761,0.8776,-0.660
"2000.10.03",0.8774,0.879,0.8728,0.876,-0.160
"2000.10.04",0.8754,0.878,0.8717,0.8744,-0.160
"2000.10.05",0.8744,0.8789,0.8678,0.8693,-0.510
"2000.10.06",0.8695,0.8742,0.8665,0.8682,-0.110
"2000.10.09",0.8685,0.8712,0.8666,0.8684,0.020
"2000.10.10",0.8684,0.8746,0.8659,0.8715,0.310
"2000.10.11",0.8715,0.8768,0.864,0.8649,-0.660
"2000.10.12",0.865,0.8682,0.8612,0.8626,-0.230
"2000.10.13",0.8627,0.866,0.8528,0.8564,-0.620
"2000.10.16",0.8557,0.8561,0.8459,0.8503,-0.610
"2000.10.17",0.8505,0.8565,0.8475,0.8542,0.390
"2000.10.18",0.8545,0.8573,0.8326,0.8387,-1.550
"2000.10.19",0.839,0.8446,0.8383,0.8427,0.400
"2000.10.20",0.8426,0.8483,0.8351,0.842,-0.070
"2000.10.23",0.8415,0.8424,0.8346,0.8357,-0.630
"2000.10.24",0.8358,0.8399,0.8344,0.8359,0.020
"2000.10.25",0.8359,0.8387,0.8247,0.8267,-0.920
"2000.10.26",0.8272,0.8326,0.8227,0.8308,0.410
"2000.10.27",0.8309,0.8443,0.8285,0.8387,0.790
"2000.10.30",0.8411,0.853,0.8389,0.8404,0.170
"2000.10.31",0.8406,0.85,0.8383,0.8484,0.800
"2000.11.01",0.8488,0.862,0.847,0.8606,1.220
"2000.11.02",0.8608,0.8667,0.8554,0.8581,-0.250
"2000.11.03",0.858,0.8796,0.8576,0.8674,0.930
"2000.11.06",0.8662,0.8732,0.8557,0.8634,-0.400
"2000.11.07",0.8632,0.8666,0.8576,0.8606,-0.280
"2000.11.08",0.8607,0.8693,0.8516,0.8549,-0.570
"2000.11.09",0.8551,0.8676,0.8517,0.8666,1.170
"2000.11.10",0.8664,0.8706,0.8589,0.8606,-0.600
"2000.11.13",0.8621,0.8665,0.8556,0.8575,-0.310
"2000.11.14",0.8574,0.8618,0.8549,0.8573,-0.020
"2000.11.15",0.8576,0.8631,0.8553,0.8572,-0.010
"2000.11.16",0.8575,0.8599,0.851,0.8535,-0.370
"2000.11.17",0.8536,0.8578,0.8472,0.8478,-0.570
"2000.11.20",0.8488,0.8523,0.8463,0.8506,0.280
"2000.11.21",0.8506,0.8536,0.8416,0.8439,-0.670
"2000.11.22",0.8437,0.8486,0.8411,0.8451,0.120
"2000.11.23",0.8448,0.846,0.8372,0.8395,-0.560
"2000.11.24",0.8396,0.8459,0.8374,0.8381,-0.140
"2000.11.27",0.8394,0.8542,0.8387,0.853,1.490
"2000.11.28",0.8524,0.8582,0.8502,0.8559,0.290
"2000.11.29",0.8561,0.8661,0.8555,0.8583,0.240
"2000.11.30",0.8583,0.8738,0.8567,0.8724,1.410
"2000.12.01",0.8727,0.8798,0.8701,0.8792,0.680
"2000.12.04",0.8787,0.8932,0.8754,0.8845,0.530
"2000.12.05",0.8844,0.8908,0.8783,0.8799,-0.460
"2000.12.06",0.8799,0.8927,0.877,0.8915,1.160
"2000.12.07",0.8914,0.8976,0.8852,0.8889,-0.260
"2000.12.08",0.8888,0.8916,0.8809,0.8878,-0.110
"2000.12.11",0.8813,0.8864,0.8749,0.8784,-0.940
"2000.12.12",0.8784,0.884,0.8752,0.88,0.160
"2000.12.13",0.8802,0.8828,0.8715,0.8773,-0.270
"2000.12.14",0.8775,0.8933,0.8752,0.8927,1.540
"2000.12.15",0.8927,0.9002,0.8902,0.8957,0.300
"2000.12.18",0.8946,0.9017,0.8921,0.8959,0.020
"2000.12.19",0.8958,0.8969,0.8879,0.8956,-0.030
"2000.12.20",0.8952,0.91,0.8947,0.9094,1.380
"2000.12.21",0.9094,0.9171,0.9059,0.9165,0.710
"2000.12.22",0.9164,0.9262,0.9143,0.9232,0.670
"2000.12.25",0.923,0.928,0.9197,0.926,0.280
"2000.12.26",0.9255,0.9327,0.9234,0.9306,0.460
"2000.12.27",0.9308,0.934,0.9273,0.9313,0.070
"2000.12.28",0.9314,0.932,0.9247,0.9298,-0.150
"2000.12.29",0.9299,0.943,0.928,0.9427,1.290
"2001.01.01",0.9421,0.9429,0.939,0.9412,-0.150
"2001.01.02",0.941,0.9519,0.9367,0.9507,0.950
"2001.01.03",0.9508,0.9573,0.9262,0.9276,-2.310
"2001.01.04",0.9276,0.952,0.9269,0.951,2.340
"2001.01.05",0.951,0.9596,0.9463,0.9575,0.650
"2001.01.08",0.9584,0.9592,0.9462,0.9474,-1.010
"2001.01.09",0.9476,0.948,0.9383,0.9443,-0.310
"2001.01.10",0.9443,0.9467,0.9362,0.9371,-0.720
"2001.01.11",0.9373,0.9553,0.9366,0.9525,1.540
"2001.01.12",0.9525,0.958,0.9468,0.9519,-0.060
"2001.01.15",0.9524,0.9527,0.9409,0.9432,-0.870
"2001.01.16",0.9434,0.9443,0.9372,0.9423,-0.090
"2001.01.17",0.9424,0.9448,0.9288,0.9363,-0.600
"2001.01.18",0.9359,0.9464,0.9352,0.9426,0.630
"2001.01.19",0.9427,0.9504,0.9332,0.9342,-0.840
"2001.01.22",0.9347,0.9405,0.9268,0.9385,0.430
"2001.01.23",0.9388,0.9452,0.9343,0.9347,-0.380
"2001.01.24",0.9347,0.9373,0.9209,0.9241,-1.060
"2001.01.25",0.9241,0.9252,0.9115,0.9247,0.060
"2001.01.26",0.9248,0.9317,0.9198,0.9246,-0.010
"2001.01.29",0.9239,0.9262,0.9161,0.9172,-0.740
"2001.01.30",0.9173,0.9282,0.9143,0.9263,0.910
"2001.01.31",0.9264,0.9379,0.9252,0.9377,1.140
"2001.02.01",0.9376,0.9445,0.9365,0.9371,-0.060
"2001.02.02",0.9369,0.942,0.9317,0.9362,-0.090
"2001.02.05",0.9353,0.9441,0.9353,0.9381,0.190
"2001.02.06",0.9381,0.9387,0.9281,0.9313,-0.680
"2001.02.07",0.9314,0.935,0.9258,0.9289,-0.240
"2001.02.08",0.9287,0.9301,0.915,0.9181,-1.080
"2001.02.09",0.9182,0.9275,0.9132,0.9243,0.620
"2001.02.12",0.9255,0.933,0.9247,0.9323,0.800
"2001.02.13",0.9325,0.9331,0.9171,0.9206,-1.170
"2001.02.14",0.9208,0.922,0.9165,0.9181,-0.250
"2001.02.15",0.9182,0.9196,0.9026,0.9056,-1.250
"2001.02.16",0.9056,0.9178,0.9048,0.9148,0.920
"2001.02.19",0.9131,0.9236,0.9121,0.9213,0.650
"2001.02.20",0.9213,0.9241,0.9049,0.9107,-1.060
"2001.02.21",0.9106,0.9184,0.9057,0.9098,-0.090
"2001.02.22",0.9097,0.9131,0.9014,0.9036,-0.620
"2001.02.23",0.9033,0.9208,0.9027,0.9193,1.570
"2001.02.26",0.9174,0.9187,0.9077,0.9106,-0.870
"2001.02.27",0.91,0.9211,0.9082,0.9185,0.790
"2001.02.28",0.9186,0.9259,0.916,0.9235,0.500
"2001.03.01",0.9234,0.9322,0.9224,0.9308,0.730
"2001.03.02",0.9309,0.9382,0.9287,0.9363,0.550
"2001.03.05",0.9364,0.9367,0.9266,0.9267,-0.960
"2001.03.06",0.9267,0.9349,0.9252,0.9339,0.720
"2001.03.07",0.9341,0.9373,0.9264,0.9294,-0.450
"2001.03.08",0.9294,0.9341,0.9272,0.9323,0.290
"2001.03.09",0.9322,0.9375,0.9294,0.9331,0.080
"2001.03.12",0.9321,0.9344,0.9257,0.9296,-0.350
"2001.03.13",0.9292,0.9304,0.9126,0.914,-1.560
"2001.03.14",0.9139,0.9214,0.9079,0.9107,-0.330
"2001.03.15",0.911,0.9132,0.8952,0.8986,-1.210
"2001.03.16",0.8991,0.9005,0.8915,0.897,-0.160
"2001.03.19",0.897,0.9021,0.8932,0.8992,0.220
"2001.03.20",0.8991,0.9127,0.8987,0.9115,1.230
"2001.03.21",0.9116,0.9126,0.893,0.8957,-1.580
"2001.03.22",0.8958,0.8968,0.8834,0.8876,-0.810
"2001.03.23",0.8876,0.8969,0.8853,0.889,0.140
"2001.03.26",0.8897,0.8975,0.8884,0.8971,0.810
"2001.03.27",0.8969,0.8993,0.8897,0.8932,-0.390
"2001.03.28",0.8932,0.895,0.8845,0.8869,-0.630
"2001.03.29",0.8868,0.8887,0.8797,0.8824,-0.450
"2001.03.30",0.8824,0.8873,0.8749,0.8755,-0.690
"2001.04.02",0.8743,0.8837,0.8732,0.8795,0.400
"2001.04.03",0.8796,0.8991,0.8796,0.8975,1.800
"2001.04.04",0.8975,0.9052,0.8934,0.9016,0.410
"2001.04.05",0.9014,0.9093,0.8941,0.8971,-0.450
"2001.04.06",0.8969,0.9051,0.8923,0.904,0.690
"2001.04.09",0.9042,0.905,0.896,0.8966,-0.740
"2001.04.10",0.8967,0.8994,0.8865,0.889,-0.760
"2001.04.11",0.889,0.8917,0.8809,0.8881,-0.090
"2001.04.12",0.8882,0.8945,0.8836,0.8928,0.470
"2001.04.13",0.8922,0.8937,0.8879,0.8882,-0.460
"2001.04.16",0.8886,0.8904,0.8828,0.8888,0.060
"2001.04.17",0.8889,0.8912,0.8775,0.8836,-0.520
"2001.04.18",0.8835,0.8899,0.8706,0.8841,0.050
"2001.04.19",0.8841,0.8988,0.8807,0.8977,1.360
"2001.04.20",0.8978,0.9048,0.8952,0.9029,0.520
"2001.04.23",0.9015,0.9083,0.8946,0.8971,-0.580
"2001.04.24",0.8973,0.9021,0.893,0.8945,-0.260
"2001.04.25",0.8944,0.9004,0.8908,0.8979,0.340
"2001.04.26",0.8975,0.9045,0.8946,0.9033,0.540
"2001.04.27",0.9032,0.9055,0.8887,0.8922,-1.110
"2001.04.30",0.8914,0.8928,0.885,0.8892,-0.300
"2001.05.01",0.8893,0.8942,0.8855,0.8934,0.420
"2001.05.02",0.8933,0.8953,0.8884,0.894,0.060
"2001.05.03",0.8938,0.8979,0.8881,0.8898,-0.420
"2001.05.04",0.8896,0.9009,0.8891,0.8926,0.280
"2001.05.07",0.8926,0.8937,0.8896,0.8905,-0.210
"2001.05.08",0.8906,0.8916,0.8823,0.8852,-0.530
"2001.05.09",0.8854,0.8869,0.881,0.8864,0.120
"2001.05.10",0.8864,0.8924,0.8782,0.8816,-0.480
"2001.05.11",0.8817,0.8821,0.8736,0.8752,-0.640
"2001.05.14",0.876,0.8761,0.8725,0.874,-0.120
"2001.05.15",0.8742,0.8799,0.8731,0.8785,0.450
"2001.05.16",0.878,0.8868,0.8743,0.8832,0.470
"2001.05.17",0.8832,0.8881,0.8791,0.8826,-0.060
"2001.05.18",0.8827,0.8832,0.8754,0.8817,-0.090
"2001.05.21",0.8799,0.882,0.874,0.8766,-0.510
"2001.05.22",0.8764,0.8776,0.8626,0.8654,-1.120
"2001.05.23",0.8654,0.8665,0.8547,0.8551,-1.030
"2001.05.24",0.8556,0.8613,0.8494,0.8573,0.220
"2001.05.25",0.8572,0.8629,0.8536,0.8614,0.410
"2001.05.28",0.8602,0.8609,0.8576,0.8602,-0.120
"2001.05.29",0.8603,0.8614,0.8527,0.8561,-0.410
"2001.05.30",0.8558,0.8592,0.8535,0.8551,-0.100
"2001.05.31",0.8551,0.857,0.8439,0.8446,-1.050
"2001.06.01",0.8455,0.8497,0.8431,0.8481,0.350
"2001.06.04",0.8468,0.854,0.844,0.8461,-0.200
"2001.06.05",0.8462,0.8549,0.8424,0.8544,0.830
"2001.06.06",0.8545,0.8569,0.8445,0.8468,-0.760
"2001.06.07",0.8469,0.852,0.8456,0.8514,0.460
"2001.06.08",0.8515,0.852,0.8457,0.8508,-0.060
"2001.06.11",0.85,0.8542,0.841,0.8446,-0.620
"2001.06.12",0.8442,0.854,0.8414,0.8533,0.870
"2001.06.13",0.8532,0.8568,0.851,0.8552,0.190
"2001.06.14",0.8554,0.8635,0.8486,0.8624,0.720
"2001.06.15",0.8628,0.8674,0.8599,0.8615,-0.090
"2001.06.18",0.8629,0.8644,0.8575,0.8605,-0.100
"2001.06.19",0.8605,0.8608,0.8525,0.8539,-0.660
"2001.06.20",0.8535,0.8558,0.8495,0.8554,0.150
"2001.06.21",0.8554,0.8586,0.8512,0.8547,-0.070
"2001.06.22",0.8548,0.8579,0.851,0.8576,0.290
"2001.06.25",0.8568,0.8628,0.8564,0.8589,0.130
"2001.06.26",0.859,0.8653,0.8583,0.8637,0.480
"2001.06.27",0.8638,0.8661,0.8581,0.8595,-0.420
"2001.06.28",0.8595,0.8616,0.843,0.844,-1.550
"2001.06.29",0.8443,0.8508,0.8435,0.8497,0.570
"2001.07.02",0.8503,0.8506,0.8439,0.8473,-0.240
"2001.07.03",0.8478,0.8509,0.8454,0.8477,0.040
"2001.07.04",0.8477,0.8502,0.8429,0.8464,-0.130
"2001.07.05",0.8463,0.8481,0.8354,0.8387,-0.770
"2001.07.06",0.8393,0.848,0.8346,0.848,0.930
"2001.07.09",0.8469,0.8524,0.8444,0.8496,0.160
"2001.07.10",0.8501,0.8575,0.8487,0.8555,0.590
"2001.07.11",0.8557,0.8644,0.8532,0.8582,0.270
"2001.07.12",0.858,0.8585,0.8504,0.8538,-0.440
"2001.07.13",0.8538,0.8562,0.8507,0.8545,0.070
"2001.07.16",0.854,0.8593,0.8521,0.8523,-0.220
"2001.07.17",0.8527,0.861,0.8488,0.8594,0.710
"2001.07.18",0.8593,0.8744,0.8568,0.8737,1.430
"2001.07.19",0.8738,0.8782,0.868,0.8721,-0.160
"2001.07.20",0.872,0.8788,0.8702,0.8714,-0.070
"2001.07.23",0.8705,0.8722,0.8649,0.869,-0.240
"2001.07.24",0.8693,0.8772,0.8685,0.8733,0.430
"2001.07.25",0.8734,0.8815,0.8714,0.8802,0.690
"2001.07.26",0.8803,0.8825,0.8746,0.8779,-0.230
"2001.07.27",0.8779,0.8808,0.8721,0.8776,-0.030
"2001.07.30",0.8777,0.8778,0.8721,0.8741,-0.350
"2001.07.31",0.8742,0.878,0.8722,0.8763,0.220
"2001.08.01",0.8762,0.8833,0.8754,0.8808,0.450
"2001.08.02",0.8812,0.8843,0.8784,0.8833,0.250
"2001.08.03",0.8836,0.8878,0.8776,0.8843,0.100
"2001.08.06",0.883,0.8834,0.8784,0.8812,-0.310
"2001.08.07",0.8813,0.8816,0.8749,0.8782,-0.300
"2001.08.08",0.8782,0.8809,0.8737,0.8804,0.220
"2001.08.09",0.8804,0.8943,0.8799,0.8921,1.170
"2001.08.10",0.8921,0.8962,0.8909,0.893,0.090
"2001.08.13",0.8937,0.9008,0.892,0.8971,0.410
"2001.08.14",0.897,0.9038,0.8935,0.9027,0.560
"2001.08.15",0.9026,0.9152,0.9018,0.9138,1.110
"2001.08.16",0.9138,0.9202,0.9092,0.9115,-0.230
"2001.08.17",0.9116,0.9184,0.91,0.9181,0.660
"2001.08.20",0.9176,0.9204,0.9109,0.9137,-0.440
"2001.08.21",0.9139,0.9185,0.9077,0.9178,0.410
"2001.08.22",0.9178,0.9241,0.9121,0.9131,-0.470
"2001.08.23",0.9132,0.9169,0.9098,0.9147,0.160
"2001.08.24",0.9144,0.9167,0.9076,0.9148,0.010
"2001.08.27",0.9145,0.9146,0.9083,0.9118,-0.300
"2001.08.28",0.9117,0.9138,0.9026,0.9134,0.160
"2001.08.29",0.9127,0.9152,0.9081,0.9082,-0.520
"2001.08.30",0.9084,0.9187,0.9055,0.9163,0.810
